Date,USD_INR,Gold_USD_per_ounce,Gold_INR_per_gram
2024-09-05,83.98249816894531,2511.39990234375,7439.765699574011
2024-09-06,83.98359680175781,2493.5,7386.83569816692
2024-09-09,83.98259735107422,2501.800048828125,7411.335866721821
2024-09-10,83.98090362548828,2512.300048828125,7442.290984988951
2024-09-11,83.98200225830078,2512.10009765625,7441.796013137615
2024-09-12,83.99259948730469,2551.199951171875,7558.578306877038
2024-09-13,83.93479919433594,2581.300048828125,7642.494621023941
2024-09-16,83.88480377197266,2580.39990234375,7635.27891008035
2024-09-17,83.88400268554688,2564.300048828125,7587.567758953294
2024-09-18,83.77059936523438,2570.699951171875,7596.221298359644
2024-09-19,83.69170379638672,2588.0,7640.139311982533
2024-09-20,83.61470031738281,2619.89990234375,7727.1960773916
2024-09-23,83.48709869384766,2626.5,7734.840639848706
2024-09-24,83.55960083007812,2651.199951171875,7814.360381687314
2024-09-25,83.56759643554688,2659.199951171875,7838.690218908877
2024-09-26,83.62409973144531,2669.89990234375,7875.5525038032365
2024-09-27,83.61710357666016,2644.300048828125,7799.38662306668
2024-09-30,83.71640014648438,2636.10009765625,7784.433961853902
2024-10-01,83.82730102539062,2667.300048828125,7887.002032422242
2024-10-02,83.87210083007812,2647.10009765625,7831.455450640564
2024-10-03,83.91960144042969,2657.10009765625,7865.492554811877
2024-10-04,84.0093994140625,2645.800048828125,7840.42304350158
2024-10-07,84.02780151367188,2644.800048828125,7839.176477408046
2024-10-08,83.96410369873047,2615.0,7744.973674039407
2024-10-09,83.91459655761719,2606.0,7713.76703748392
2024-10-10,83.94219970703125,2620.60009765625,7759.534974152156
2024-10-11,83.94599914550781,2657.60009765625,7869.447275153108
2024-10-14,84.16829681396484,2647.800048828125,7861.190511783144
2024-10-15,84.04850006103516,2661.39990234375,7890.321517295813
2024-10-16,84.05619812011719,2674.0,7928.4034559055135
2024-10-17,84.03929901123047,2691.0,7977.2043118651545
2024-10-18,84.05380249023438,2713.699951171875,8045.8843970285
2024-10-21,84.0687026977539,2723.10009765625,8075.186247591242
2024-10-22,84.07350158691406,2744.199951171875,8138.221095598093
2024-10-23,84.08399963378906,2714.39990234375,8050.850998946329
2024-10-24,84.06759643554688,2734.89990234375,8110.071122307305
2024-10-25,84.08180236816406,2740.89990234375,8129.236984771773
2024-10-28,84.10199737548828,2742.89990234375,8137.122714268016
2024-10-29,84.10279846191406,2768.39990234375,8212.849575787897
2024-10-30,84.08930206298828,2788.5,8271.151829931492
2024-10-31,84.08910369873047,2738.300048828125,8122.231318511682
2024-11-01,84.09149932861328,2738.60009765625,8123.352731914172
2024-11-04,84.13359832763672,2736.10009765625,8120.000232823102
2024-11-05,84.15249633789062,2740.300048828125,8134.291251123664
2024-11-06,84.11630249023438,2667.60009765625,7915.08339608924
2024-11-07,84.2511978149414,2698.39990234375,8019.309827551874
2024-11-08,84.306396484375,2687.5,7992.149440087403
2024-11-11,84.38289642333984,2611.199951171875,7772.292810115395
2024-11-12,84.39649963378906,2600.0,7740.203497340396
2024-11-13,84.39530181884766,2580.800048828125,7682.936173651965
2024-11-14,84.4229965209961,2568.199951171875,7647.935079737052
2024-11-15,84.47380065917969,2565.699951171875,7645.088140057498
2024-11-18,84.47750091552734,2610.60009765625,7779.219109325795
2024-11-19,84.39849853515625,2627.10009765625,7821.065759316738
2024-11-20,84.39759826660156,2648.199951171875,7883.797442940362
2024-11-21,84.38310241699219,2672.10009765625,7953.582821883355
2024-11-22,84.48829650878906,2709.89990234375,8076.150424464533
2024-11-25,84.43599700927734,2616.800048828125,7793.863069780009
2024-11-26,84.37750244140625,2620.300048828125,7798.880889158963
2024-11-27,84.33910369873047,2639.89990234375,7853.640862027125
2024-11-29,84.47160339355469,2657.0,7916.931523189996
2024-12-02,84.55699920654297,2634.89990234375,7859.017935124099
2024-12-03,84.73709869384766,2644.699951171875,7905.049499217455
2024-12-04,84.68309783935547,2653.800048828125,7927.194806998305
2024-12-05,84.70700073242188,2626.60009765625,7848.160157884525
2024-12-06,84.68379974365234,2638.60009765625,7881.856197587379
2024-12-09,84.66600036621094,2664.89990234375,7958.744108635124
2024-12-10,84.84729766845703,2697.60009765625,8073.654860801728
2024-12-11,84.8740005493164,2733.800048828125,8184.572808901727
2024-12-12,84.85710144042969,2687.5,8044.355636648082
2024-12-13,84.83920288085938,2656.0,7948.391430239069
2024-12-16,84.802001953125,2651.39990234375,7931.145864903089
2024-12-17,84.91729736328125,2644.39990234375,7920.961316945841
2024-12-18,84.91539764404297,2636.5,7897.121497328676
2024-12-19,85.16549682617188,2592.199951171875,7787.297720042019
2024-12-20,85.27940368652344,2628.699951171875,7907.510337280403
2024-12-23,84.94499969482422,2612.300048828125,7827.362981727874
2024-12-24,85.0988998413086,2620.0,7864.657845261064
2024-12-26,85.41339874267578,2638.800048828125,7950.365289431876
2024-12-27,85.26090240478516,2617.199951171875,7871.20864955903
2024-12-30,85.38600158691406,2606.10009765625,7849.325987200249
2024-12-31,85.7865982055664,2629.199951171875,7956.052833851619
2025-01-02,85.78569793701172,2658.89990234375,8045.84150927568
2025-01-03,85.80400085449219,2645.0,8005.488007200544
2025-01-06,85.75900268554688,2638.39990234375,7981.323984925458
2025-01-07,85.68070220947266,2656.699951171875,8029.345045813082
2025-01-08,85.80650329589844,2664.5,8064.74287137062
2025-01-09,85.90750122070312,2683.800048828125,8132.720364409434
2025-01-10,85.91999816894531,2708.5,8208.762589837153
2025-01-13,86.18800354003906,2673.5,8127.960897521806
2025-01-14,86.65059661865234,2677.5,8183.811793733281
2025-01-15,86.535400390625,2712.5,8279.767669961386
2025-01-16,86.43099975585938,2746.39990234375,8373.131423445382
2025-01-17,86.6061019897461,2744.300048828125,8383.679779864682
2025-01-21,86.21109771728516,2755.0,8377.981065314048
2025-01-22,86.45189666748047,2767.60009765625,8439.80591049179
2025-01-23,86.47270202636719,2763.10009765625,8428.110951292087
2025-01-24,86.44020080566406,2777.300048828125,8468.240142446382
2025-01-27,86.2030029296875,2737.5,8323.98174641597
2025-01-28,86.46839904785156,2766.800048828125,8438.97672649202
2025-01-29,86.58460235595703,2769.10009765625,8457.342487148211
2025-01-30,86.6406021118164,2823.0,8627.53910162993
2025-01-31,86.64700317382812,2812.5,8596.084460974324
2025-02-03,86.55400085449219,2833.89990234375,8652.194027020098
2025-02-04,86.94339752197266,2853.300048828125,8750.616426911503
2025-02-05,87.13009643554688,2871.60009765625,8825.651014413477
2025-02-06,87.33409881591797,2856.0,8798.256978721378
2025-02-07,87.58830261230469,2867.300048828125,8858.778615391235
2025-02-10,87.51309967041016,2914.300048828125,8996.258510470268
2025-02-11,87.49009704589844,2912.5,8988.33868837825
2025-02-12,86.81120300292969,2909.0,8907.874549305014
2025-02-13,86.8740005493164,2925.89990234375,8966.10627077923
2025-02-14,86.75409698486328,2883.60009765625,8824.286937604951
2025-02-18,86.85479736328125,2931.60009765625,8981.58812085254
2025-02-19,86.88719940185547,2919.39990234375,8947.54692141656
2025-02-20,86.872802734375,2940.0,9009.190286920846
2025-02-21,86.45120239257812,2937.60009765625,8958.149547291407
2025-02-24,86.52940368652344,2947.89990234375,8997.690282980842
2025-02-25,86.69010162353516,2904.5,8881.687513556073
2025-02-26,87.0811996459961,2916.800048828125,8959.538876504104
2025-02-27,87.16220092773438,2883.199951171875,8864.567398327199
2025-02-28,87.3270034790039,2836.800048828125,8738.39918634375
2025-03-03,87.46399688720703,2890.199951171875,8916.85707094315
2025-03-04,87.32959747314453,2909.60009765625,8962.916641780008
2025-03-05,87.21700286865234,2915.300048828125,8968.896549202804
2025-03-06,86.88929748535156,2916.60009765625,8939.181767969782
2025-03-07,87.12879943847656,2904.699951171875,8927.248081081041
2025-03-10,87.07379913330078,2891.0,8879.534146788217
2025-03-11,87.3551025390625,2912.89990234375,8975.702204810083
2025-03-12,87.20010375976562,2939.10009765625,9040.365208415044
2025-03-13,87.3405990600586,2984.300048828125,9194.185225122508
2025-03-14,86.9220962524414,2994.5,9181.404159788914
2025-03-17,86.93900299072266,3000.0,9200.056754869327
2025-03-18,86.91639709472656,3035.10009765625,9305.277529061677
2025-03-19,86.57610321044922,3035.89990234375,9271.288145537143
2025-03-20,86.33709716796875,3040.0,9258.180052227553
2025-03-21,86.33609771728516,3018.199951171875,9191.68260162191
2025-03-24,85.98699951171875,3013.10009765625,9139.047835973393
2025-03-25,85.53209686279297,3023.699951171875,9122.67931031077
2025-03-26,85.59040069580078,3020.89990234375,9120.44420901628
2025-03-27,86.09539794921875,3060.199951171875,9293.607739124936
2025-03-28,85.69490051269531,3086.5,9329.875674436378
2025-03-31,85.53880310058594,3122.800048828125,9422.408807887587
2025-04-01,85.46810150146484,3118.89990234375,9402.86260521083
2025-04-02,85.61009979248047,3139.89990234375,9481.900702941784
2025-04-03,85.65119934082031,3097.0,9356.841015133266
2025-04-04,85.28289794921875,3056.10009765625,9193.568590310779
